dataset,model,perturbation,param_value,auroc_baseline,auroc_ood,delta_auroc,p_value,p_value_fdr,significant
abundance_WT2D,ContextTab,densification,0.133,0.7745,0.7589,0.0156,0.6955,0.8763141361256546,False
abundance_WT2D,ContextTab,densification,0.255,0.7745,0.7609,0.0136,0.7169,0.8884130808950086,False
abundance_WT2D,ContextTab,densification,0.378,0.7745,0.7495,0.025,0.4295,0.7450961538461538,False
abundance_WT2D,ContextTab,densification,0.501,0.7745,0.74,0.0344,0.2331,0.5855331010452962,False
abundance_WT2D,ContextTab,densification,0.623,0.7745,0.7475,0.027,0.24,0.5897610921501706,False
abundance_WT2D,ContextTab,remove_features,k=1 / highest_abundance,0.7745,0.7771,-0.0026,0.4277,0.7450961538461538,False
abundance_WT2D,ContextTab,remove_features,k=106 / highest_abundance,0.7745,0.8087,-0.0342,0.2599,0.6135344262295083,False
abundance_WT2D,ContextTab,remove_features,k=127 / highest_abundance,0.7745,0.8438,-0.0693,0.0418,0.20198657718120802,False
abundance_WT2D,ContextTab,remove_features,k=148 / highest_abundance,0.7745,0.8528,-0.0783,0.0227,0.1396923076923077,False
abundance_WT2D,ContextTab,remove_features,k=169 / highest_abundance,0.7745,0.8548,-0.0803,0.0288,0.16074418604651164,False
abundance_WT2D,ContextTab,remove_features,k=190 / highest_abundance,0.7745,0.8642,-0.0897,0.0192,0.12342857142857142,False
abundance_WT2D,ContextTab,remove_features,k=22 / highest_abundance,0.7745,0.7817,-0.0072,0.7246,0.8907290969899666,False
abundance_WT2D,ContextTab,remove_features,k=43 / highest_abundance,0.7745,0.7817,-0.0072,0.7763,0.903663974151858,False
abundance_WT2D,ContextTab,remove_features,k=64 / highest_abundance,0.7745,0.7938,-0.0193,0.4806,0.77008,False
abundance_WT2D,ContextTab,remove_features,k=85 / highest_abundance,0.7745,0.8028,-0.0283,0.3873,0.7319055118110236,False
abundance_WT2D,ContextTab,sparsity,0.787,0.7745,0.7839,-0.0094,0.6607,0.8571243243243243,False
abundance_WT2D,ContextTab,sparsity,0.827,0.7745,0.7758,-0.0013,0.9645,0.9929278642149929,False
abundance_WT2D,ContextTab,sparsity,0.868,0.7745,0.7488,0.0257,0.5336,0.7945289256198348,False
abundance_WT2D,ContextTab,sparsity,0.909,0.7745,0.7356,0.0388,0.4099,0.7417058823529411,False
abundance_WT2D,ContextTab,sparsity,0.949,0.7745,0.7477,0.0268,0.5896,0.8195212355212356,False
abundance_WT2D,RF,densification,0.133,0.6591,0.4897,0.1694,0.0357,0.1836,False
abundance_WT2D,RF,densification,0.255,0.6591,0.6007,0.0584,0.4358,0.7454794520547945,False
abundance_WT2D,RF,densification,0.378,0.6591,0.6093,0.0498,0.4517,0.7454794520547945,False
abundance_WT2D,RF,densification,0.501,0.6591,0.6391,0.02,0.6551,0.8543652802893309,False
abundance_WT2D,RF,densification,0.623,0.6591,0.6518,0.0072,0.8286,0.9292710280373832,False
abundance_WT2D,RF,remove_features,k=1 / highest_abundance,0.6591,0.7106,-0.0516,0.1371,0.4466606334841629,False
abundance_WT2D,RF,remove_features,k=106 / highest_abundance,0.6591,0.8144,-0.1553,0.0003,0.006352941176470587,True
abundance_WT2D,RF,remove_features,k=127 / highest_abundance,0.6591,0.8063,-0.1472,0.0058,0.054947368421052634,False
abundance_WT2D,RF,remove_features,k=148 / highest_abundance,0.6591,0.819,-0.1599,0.0019,0.02442857142857143,True
abundance_WT2D,RF,remove_features,k=169 / highest_abundance,0.6591,0.8581,-0.199,0.0001,0.0024000000000000002,True
abundance_WT2D,RF,remove_features,k=190 / highest_abundance,0.6591,0.8427,-0.1836,0.0005,0.008,True
abundance_WT2D,RF,remove_features,k=22 / highest_abundance,0.6591,0.7536,-0.0946,0.0454,0.21274838709677418,False
abundance_WT2D,RF,remove_features,k=43 / highest_abundance,0.6591,0.7642,-0.1051,0.0162,0.11108571428571429,False
abundance_WT2D,RF,remove_features,k=64 / highest_abundance,0.6591,0.7758,-0.1167,0.0095,0.08008988764044946,False
abundance_WT2D,RF,remove_features,k=85 / highest_abundance,0.6591,0.7628,-0.1038,0.0328,0.17364705882352943,False
abundance_WT2D,RF,sparsity,0.787,0.6591,0.676,-0.0169,0.6347,0.8415911602209946,False
abundance_WT2D,RF,sparsity,0.827,0.6591,0.6874,-0.0283,0.486,0.7718336980306346,False
abundance_WT2D,RF,sparsity,0.868,0.6591,0.7168,-0.0577,0.2177,0.5679130434782609,False
abundance_WT2D,RF,sparsity,0.909,0.6591,0.7321,-0.0731,0.1699,0.5054173228346456,False
abundance_WT2D,RF,sparsity,0.949,0.6591,0.7301,-0.0711,0.2388,0.5888219178082192,False
abundance_WT2D,TabDPT,densification,0.133,0.557,0.4686,0.0884,0.355,0.7090136239782017,False
abundance_WT2D,TabDPT,densification,0.255,0.557,0.4814,0.0757,0.418,0.7417058823529411,False
abundance_WT2D,TabDPT,densification,0.378,0.557,0.4814,0.0757,0.4086,0.7417058823529411,False
abundance_WT2D,TabDPT,densification,0.501,0.557,0.5099,0.0472,0.6035,0.8258823529411765,False
abundance_WT2D,TabDPT,densification,0.623,0.557,0.5459,0.0112,0.9031,0.9683571428571428,False
abundance_WT2D,TabDPT,remove_features,k=1 / highest_abundance,0.5441,0.5432,0.0009,0.9693,0.9929278642149929,False
abundance_WT2D,TabDPT,remove_features,k=106 / highest_abundance,0.5441,0.588,-0.0439,0.5959,0.8247771428571429,False
abundance_WT2D,TabDPT,remove_features,k=127 / highest_abundance,0.5441,0.5761,-0.032,0.6838,0.8667887323943662,False
abundance_WT2D,TabDPT,remove_features,k=148 / highest_abundance,0.5441,0.5889,-0.0448,0.5703,0.800421052631579,False
abundance_WT2D,TabDPT,remove_features,k=169 / highest_abundance,0.5441,0.5946,-0.0505,0.5388,0.794914979757085,False
abundance_WT2D,TabDPT,remove_features,k=190 / highest_abundance,0.5441,0.5709,-0.0268,0.7316,0.8907290969899666,False
abundance_WT2D,TabDPT,remove_features,k=22 / highest_abundance,0.5441,0.5893,-0.0452,0.4258,0.7450961538461538,False
abundance_WT2D,TabDPT,remove_features,k=43 / highest_abundance,0.5441,0.6582,-0.1141,0.1034,0.3779086294416244,False
abundance_WT2D,TabDPT,remove_features,k=64 / highest_abundance,0.5441,0.6042,-0.0601,0.4562,0.7465090909090909,False
abundance_WT2D,TabDPT,remove_features,k=85 / highest_abundance,0.5441,0.6463,-0.1022,0.1885,0.5251274131274132,False
abundance_WT2D,TabDPT,sparsity,0.787,0.557,0.6235,-0.0665,0.2258,0.5785622775800712,False
abundance_WT2D,TabDPT,sparsity,0.827,0.557,0.6354,-0.0783,0.255,0.6067894736842105,False
abundance_WT2D,TabDPT,sparsity,0.868,0.557,0.6538,-0.0968,0.1615,0.4948085106382979,False
abundance_WT2D,TabDPT,sparsity,0.909,0.557,0.6481,-0.091,0.2457,0.5996745762711865,False
abundance_WT2D,TabDPT,sparsity,0.949,0.557,0.7095,-0.1525,0.0721,0.2883956043956044,False
abundance_WT2D,TabICL,densification,0.133,0.7977,0.5419,0.2558,0.0025,0.029508196721311476,True
abundance_WT2D,TabICL,densification,0.255,0.7977,0.627,0.1707,0.0314,0.17140298507462687,False
abundance_WT2D,TabICL,densification,0.378,0.7977,0.5989,0.1988,0.0065,0.06077922077922077,False
abundance_WT2D,TabICL,densification,0.501,0.7977,0.6257,0.172,0.0105,0.08307692307692308,False
abundance_WT2D,TabICL,densification,0.623,0.7977,0.7126,0.0851,0.0574,0.24833532934131738,False
abundance_WT2D,TabICL,remove_features,k=1 / highest_abundance,0.7977,0.8096,-0.0118,0.4256,0.7450961538461538,False
abundance_WT2D,TabICL,remove_features,k=106 / highest_abundance,0.7977,0.8061,-0.0083,0.8222,0.9253125000000001,False
abundance_WT2D,TabICL,remove_features,k=127 / highest_abundance,0.7977,0.8082,-0.0105,0.8019,0.9193757961783439,False
abundance_WT2D,TabICL,remove_features,k=148 / highest_abundance,0.7977,0.8412,-0.0434,0.3166,0.672424778761062,False
abundance_WT2D,TabICL,remove_features,k=169 / highest_abundance,0.7977,0.8513,-0.0535,0.255,0.6067894736842105,False
abundance_WT2D,TabICL,remove_features,k=190 / highest_abundance,0.7977,0.8534,-0.0557,0.1902,0.5267076923076923,False
abundance_WT2D,TabICL,remove_features,k=22 / highest_abundance,0.7977,0.774,0.0237,0.4926,0.7743930131004366,False
abundance_WT2D,TabICL,remove_features,k=43 / highest_abundance,0.7977,0.8065,-0.0088,0.7992,0.9192076677316293,False
abundance_WT2D,TabICL,remove_features,k=64 / highest_abundance,0.7977,0.8004,-0.0026,0.945,0.988953488372093,False
abundance_WT2D,TabICL,remove_features,k=85 / highest_abundance,0.7977,0.8175,-0.0197,0.5818,0.8118139534883722,False
abundance_WT2D,TabICL,sparsity,0.787,0.7977,0.7854,0.0123,0.7037,0.879625,False
abundance_WT2D,TabICL,sparsity,0.827,0.7977,0.785,0.0127,0.7531,0.8955518945634268,False
abundance_WT2D,TabICL,sparsity,0.868,0.7977,0.8197,-0.0219,0.5988,0.8247771428571429,False
abundance_WT2D,TabICL,sparsity,0.909,0.7977,0.7982,-0.0004,0.9925,0.9994405594405594,False
abundance_WT2D,TabICL,sparsity,0.949,0.7977,0.8324,-0.0347,0.4971,0.7780695652173912,False
abundance_WT2D,TabPFN,densification,0.133,0.7183,0.645,0.0733,0.2562,0.6067894736842105,False
abundance_WT2D,TabPFN,densification,0.255,0.7183,0.6323,0.086,0.1687,0.5054173228346456,False
abundance_WT2D,TabPFN,densification,0.378,0.7183,0.631,0.0873,0.1264,0.4292830188679246,False
abundance_WT2D,TabPFN,densification,0.501,0.7183,0.6674,0.0509,0.2221,0.5711142857142857,False
abundance_WT2D,TabPFN,densification,0.623,0.7183,0.7029,0.0154,0.6009,0.8247771428571429,False
abundance_WT2D,TabPFN,remove_features,k=1 / highest_abundance,0.7183,0.724,-0.0057,0.5753,0.8058677042801556,False
abundance_WT2D,TabPFN,remove_features,k=106 / highest_abundance,0.7183,0.7222,-0.0039,0.9366,0.9873382137628111,False
abundance_WT2D,TabPFN,remove_features,k=127 / highest_abundance,0.7183,0.7473,-0.029,0.5662,0.800421052631579,False
abundance_WT2D,TabPFN,remove_features,k=148 / highest_abundance,0.7183,0.7661,-0.0478,0.3608,0.7090136239782017,False
abundance_WT2D,TabPFN,remove_features,k=169 / highest_abundance,0.7183,0.7758,-0.0575,0.2824,0.6334205607476635,False
abundance_WT2D,TabPFN,remove_features,k=190 / highest_abundance,0.7183,0.7516,-0.0333,0.5629,0.800421052631579,False
abundance_WT2D,TabPFN,remove_features,k=22 / highest_abundance,0.7183,0.7288,-0.0105,0.788,0.9113076923076923,False
abundance_WT2D,TabPFN,remove_features,k=43 / highest_abundance,0.7183,0.7455,-0.0272,0.5502,0.7954698795180724,False
abundance_WT2D,TabPFN,remove_features,k=64 / highest_abundance,0.7183,0.7306,-0.0123,0.7898,0.9113076923076923,False
abundance_WT2D,TabPFN,remove_features,k=85 / highest_abundance,0.7183,0.7521,-0.0338,0.488,0.7718336980306346,False
abundance_WT2D,TabPFN,sparsity,0.787,0.7183,0.7442,-0.0259,0.4794,0.77008,False
abundance_WT2D,TabPFN,sparsity,0.827,0.7183,0.7552,-0.0369,0.3614,0.7090136239782017,False
abundance_WT2D,TabPFN,sparsity,0.868,0.7183,0.7284,-0.0101,0.8225,0.9253125000000001,False
abundance_WT2D,TabPFN,sparsity,0.909,0.7183,0.6999,0.0184,0.7146,0.8884130808950086,False
abundance_WT2D,TabPFN,sparsity,0.949,0.7183,0.724,-0.0057,0.9173,0.9726892488954345,False
abundance_WT2D,XGBoost,densification,0.133,0.6863,0.595,0.0913,0.1696,0.5054173228346456,False
abundance_WT2D,XGBoost,densification,0.255,0.6863,0.5924,0.0939,0.1209,0.4164976076555024,False
abundance_WT2D,XGBoost,densification,0.378,0.6863,0.5766,0.1097,0.0344,0.17818705035971225,False
abundance_WT2D,XGBoost,densification,0.501,0.6863,0.624,0.0623,0.177,0.5054173228346456,False
abundance_WT2D,XGBoost,densification,0.623,0.6863,0.6411,0.0452,0.171,0.5054173228346456,False
abundance_WT2D,XGBoost,remove_features,k=1 / highest_abundance,0.6863,0.6986,-0.0123,0.4438,0.7454794520547945,False
abundance_WT2D,XGBoost,remove_features,k=106 / highest_abundance,0.6863,0.803,-0.1167,0.0162,0.11108571428571429,False
abundance_WT2D,XGBoost,remove_features,k=127 / highest_abundance,0.6863,0.8657,-0.1795,0.0006,0.009,True
abundance_WT2D,XGBoost,remove_features,k=148 / highest_abundance,0.6863,0.8767,-0.1904,0.0002,0.004363636363636364,True
abundance_WT2D,XGBoost,remove_features,k=169 / highest_abundance,0.6863,0.8899,-0.2036,0.0001,0.0024000000000000002,True
abundance_WT2D,XGBoost,remove_features,k=190 / highest_abundance,0.6863,0.8451,-0.1588,0.0054,0.051840000000000004,False
abundance_WT2D,XGBoost,remove_features,k=22 / highest_abundance,0.6863,0.7451,-0.0588,0.1202,0.4164976076555024,False
abundance_WT2D,XGBoost,remove_features,k=43 / highest_abundance,0.6863,0.7508,-0.0645,0.1306,0.4353333333333333,False
abundance_WT2D,XGBoost,remove_features,k=64 / highest_abundance,0.6863,0.7552,-0.0689,0.1209,0.4164976076555024,False
abundance_WT2D,XGBoost,remove_features,k=85 / highest_abundance,0.6863,0.8096,-0.1233,0.0081,0.0728780487804878,False
abundance_WT2D,XGBoost,sparsity,0.787,0.6863,0.76,-0.0737,0.0609,0.25642105263157894,False
abundance_WT2D,XGBoost,sparsity,0.827,0.6863,0.7495,-0.0632,0.1365,0.4466606334841629,False
abundance_WT2D,XGBoost,sparsity,0.868,0.6863,0.7394,-0.0531,0.2347,0.5867499999999999,False
abundance_WT2D,XGBoost,sparsity,0.909,0.6863,0.7459,-0.0597,0.2009,0.541752808988764,False
abundance_WT2D,XGBoost,sparsity,0.949,0.6863,0.8153,-0.129,0.0111,0.08593548387096774,False
abundance_cirrhosis--stagediscovery,ContextTab,densification,0.138,0.9321,0.8798,0.0524,0.0029,0.032625,True
abundance_cirrhosis--stagediscovery,ContextTab,densification,0.266,0.9321,0.8957,0.0365,0.0317,0.17140298507462687,False
abundance_cirrhosis--stagediscovery,ContextTab,densification,0.393,0.9321,0.9084,0.0238,0.1395,0.4524324324324325,False
abundance_cirrhosis--stagediscovery,ContextTab,densification,0.521,0.9321,0.9053,0.0269,0.0563,0.24717073170731707,False
abundance_cirrhosis--stagediscovery,ContextTab,densification,0.649,0.9321,0.9251,0.007,0.417,0.7417058823529411,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=1 / highest_abundance,0.9321,0.9327,-0.0005,0.6138,0.8284692737430167,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=116 / highest_abundance,0.9321,0.9315,0.0007,0.9424,0.988953488372093,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=144 / highest_abundance,0.9321,0.9235,0.0087,0.4443,0.7454794520547945,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=173 / highest_abundance,0.9321,0.9205,0.0116,0.3595,0.7090136239782017,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=202 / highest_abundance,0.9321,0.8994,0.0328,0.0493,0.22409999999999997,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=231 / highest_abundance,0.9321,0.8913,0.0408,0.0274,0.15885714285714284,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=260 / highest_abundance,0.9321,0.888,0.0441,0.0148,0.10621782178217822,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=29 / highest_abundance,0.9321,0.9337,-0.0016,0.8169,0.9247924528301887,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=58 / highest_abundance,0.9321,0.9263,0.0059,0.4896,0.7718336980306346,False
abundance_cirrhosis--stagediscovery,ContextTab,remove_features,k=87 / highest_abundance,0.9321,0.9357,-0.0036,0.6827,0.8667887323943662,False
abundance_cirrhosis--stagediscovery,ContextTab,sparsity,0.812,0.9321,0.9323,-0.0001,0.9872,0.9988988764044944,False
abundance_cirrhosis--stagediscovery,ContextTab,sparsity,0.848,0.9321,0.93,0.0022,0.8209,0.9253125000000001,False
abundance_cirrhosis--stagediscovery,ContextTab,sparsity,0.883,0.9321,0.9234,0.0088,0.4532,0.7454794520547945,False
abundance_cirrhosis--stagediscovery,ContextTab,sparsity,0.919,0.9321,0.9106,0.0216,0.1235,0.42176303317535546,False
abundance_cirrhosis--stagediscovery,ContextTab,sparsity,0.954,0.9321,0.8852,0.047,0.0142,0.10327272727272728,False
abundance_cirrhosis--stagediscovery,RF,densification,0.138,0.9325,0.809,0.1235,0.0,0.0,True
abundance_cirrhosis--stagediscovery,RF,densification,0.266,0.9325,0.8502,0.0823,0.0001,0.0024000000000000002,True
abundance_cirrhosis--stagediscovery,RF,densification,0.393,0.9325,0.8886,0.0439,0.0119,0.09000000000000001,False
abundance_cirrhosis--stagediscovery,RF,densification,0.521,0.9325,0.8997,0.0328,0.0096,0.08008988764044946,False
abundance_cirrhosis--stagediscovery,RF,densification,0.649,0.9325,0.9205,0.012,0.1543,0.4872631578947368,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=1 / highest_abundance,0.9325,0.9295,0.003,0.6326,0.8403542435424355,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=116 / highest_abundance,0.9325,0.9335,-0.001,0.9161,0.9726892488954345,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=144 / highest_abundance,0.9325,0.9264,0.0062,0.552,0.7964729458917836,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=173 / highest_abundance,0.9325,0.919,0.0136,0.2202,0.5695483870967741,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=202 / highest_abundance,0.9325,0.9257,0.0068,0.5454,0.794914979757085,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=231 / highest_abundance,0.9325,0.908,0.0245,0.0962,0.3570309278350515,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=260 / highest_abundance,0.9325,0.9086,0.024,0.1064,0.38113432835820893,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=29 / highest_abundance,0.9325,0.9357,-0.0032,0.7393,0.8907290969899666,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=58 / highest_abundance,0.9325,0.9389,-0.0063,0.4081,0.7417058823529411,False
abundance_cirrhosis--stagediscovery,RF,remove_features,k=87 / highest_abundance,0.9325,0.9279,0.0046,0.5951,0.8247771428571429,False
abundance_cirrhosis--stagediscovery,RF,sparsity,0.812,0.9325,0.9284,0.0041,0.6179,0.8284692737430167,False
